,ARREST_DATE, TOP_CHARGE_DESCRIPTION,HOME_PSA,CRIME_PSA
11407,11/6/18,Absconder (Custody Order),104,District
11408,11/6/18,Absconder (Custody Order),602,102
11409,11/6/18,Absconder (Custody Order),602,108
11410,11/6/18,Unlawful Entry,UNKNOWN,701
11411,11/6/18,Resisting Arrest,505,505
11412,11/7/18,Robbery,602,108
11413,11/7/18,Robbery,702,108
11414,11/7/18,Robbery,701,108
11415,11/7/18,Robbery,603,108
11416,11/7/18,Simple Assault,706,707
11417,11/7/18,Unauthorized Use Of A Vehicle,604,604
11418,11/7/18,Failure To Appear (OAG),404,102
11419,11/7/18,Absconder (Custody Order),301,Court
11420,11/7/18,Absconder (Custody Order),Out of State,102
11421,11/8/18,Robbery,708,708
11422,11/8/18,First Degree Child Sex Abuse (rape),409,409
11423,11/8/18,Poss Prohibited Weapon,507,602
11424,11/8/18,Simple Assault,409,105
11425,11/8/18,Simple Assault,507,105
11426,11/8/18,Simple Assault,307,105
11427,11/8/18,Disorderly Conduct - Disrupting Use Of A Public Conveyance,702,306
11428,11/8/18,Absconder (Custody Order),405,102
11429,11/8/18,Custody Order (Pre-Petition),706,706
11430,11/9/18,Assault With A Dangerous Weapon,605,604
11431,11/9/18,Robbery,308,102
11432,11/9/18,Robbery,601,602
11433,11/9/18,Robbery,502,102
11434,11/9/18,Robbery,604,409
11435,11/9/18,Simple Assault,405,304
11436,11/9/18,Simple Assault,506,JPC
11437,11/9/18,Simple Assault,301,304
11438,11/9/18,Simple Assault,506,JPC
11439,11/9/18,Failure To Appear (OAG),702,District
11440,11/9/18,Absconder (Custody Order),705,705
11441,11/10/18,Robbery,704,602
11442,11/10/18,Assault On A Police Officer (simple Assault),604,604
11443,11/10/18,Possession Of Bb Gun,Out of State,208
11444,11/10/18,Simple Assault,604,604
11445,11/10/18,Threat To Kidnap Or Injure A Person,602,602
11446,11/10/18,Simple Assault,507,507
11447,11/10/18,Threats To Do Bodily Harm -misd,506,604
11448,11/10/18,Threat To Kidnap Or Injure A Person,707,707
11449,11/10/18,Receiving Stolen Property,601,305
11450,11/10/18,Receiving Stolen Property,307,305
11451,11/10/18,Fugitive From Justice,701,District
11452,11/10/18,Absconder (Custody Order),506,Court
11453,11/11/18,Robbery,707,706
11454,11/11/18,Robbery,706,706
11455,11/11/18,Simple Assault,103,305
11456,11/11/18,Absconder (Custody Order),302,603
11457,11/11/18,Absconder (Custody Order),304,Court
11458,11/12/18,Robbery,405,406
11459,11/12/18,Fugitive From Justice,Out of State,Court
11460,11/13/18,Possession Of Bb Gun,504,504
11461,11/13/18,Possession Of Bb Gun,503,504
11462,11/13/18,Simple Assault,708,108
11463,11/13/18,Simple Assault,604,108
11464,11/13/18,Simple Assault,403,601
11465,11/13/18,Simple Assault,608,106
11466,11/13/18,Simple Assault,601,601
11467,11/13/18,Failure To Appear (OAG),103,Court
11468,11/13/18,Absconder (Custody Order),702,District
11469,11/13/18,Custody Order (Pre-Petition),602,203
11470,11/13/18,Absconder (Custody Order),505,Court
11471,11/13/18,Absconder (Custody Order),607,Court
11472,11/13/18,"Crowding, Obstructing, or Incommoding (M)",Out of State,106
11473,11/14/18,Assault W/i To Commit Robbery (aggravated Assault),407,406
11474,11/14/18,Theft Second Degree (theft From Building),304,302
11475,11/14/18,Failure To Appear (OAG),Out of State,Court
11476,11/14/18,Custody Order (Pre-Petition),307,307
11477,11/15/18,Simple Assault,702,703
11478,11/15/18,Unauthorized Use Of A Vehicle,708,604
11479,11/15/18,Unauthorized Use Of A Vehicle,501,604
11480,11/15/18,Absconder (Custody Order),501,603
11481,11/15/18,No Permit,702,604
11482,11/16/18,Murder I,403,608
11483,11/16/18,Assault With A Dangerous Weapon,306,305
11484,11/16/18,Robbery,702,605
11485,11/16/18,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,403,703
11486,11/16/18,Failure To Appear (OAG),602,507
11487,11/16/18,Custody Order (Pre-Petition),706,102
11488,11/16/18,Absconder (Custody Order),409,604
11489,11/17/18,Theft Second Degree (all Other Larceny),706,302
11490,11/17/18,Absconder (Custody Order),402,402
11491,11/17/18,Possession Of An Open Container Of Alcohol (poca),402,402
11492,11/18/18,Simple Assault,604,604
11493,11/18/18,Receiving Stolen Property,602,602
11494,11/18/18,Unauthorized Use Of A Vehicle,405,405
11495,11/18/18,Unauthorized Use Of A Vehicle,601,405
11496,11/18/18,Destruction Of Property Less Than $1000,507,604
11497,11/18/18,Fugitive From Justice,601,405
11498,11/18/18,Fugitive From Justice,405,405
11499,11/18/18,Leaving After Colliding- Property Damage,405,405
11500,11/19/18,Theft Second Degree (all Other Larceny),503,409
11501,11/19/18,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,604,604
11502,11/19/18,Simple Assault,104,104
11503,11/19/18,Simple Assault,104,104
11504,11/19/18,Threats To Do Bodily Harm -misd,604,604
11505,11/19/18,Simple Assault,302,304
11506,11/19/18,Simple Assault,703,707
11507,11/19/18,Simple Assault,604,501
11508,11/19/18,Custody Order (Pre-Petition),603,705
11509,11/19/18,Custody Order (Pre-Petition),702,705
11510,11/20/18,Possession Of Bb Gun,602,602
11511,11/20/18,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,506,409
11512,11/20/18,Simple Assault,706,707
11513,11/20/18,Simple Assault,UNKNOWN,707
11514,11/20/18,Simple Assault,Out of State,708
11515,11/20/18,Simple Assault,107,404
11516,11/20/18,Fugitive From Justice,606,405
11517,11/20/18,Absconder (Custody Order),606,405
11518,11/21/18,Assault With Significant Bodily Injury,705,District
11519,11/21/18,Simple Assault,604,106
11520,11/22/18,Simple Assault,UNKNOWN,704
11521,11/22/18,Threats To Do Bodily Harm -misd,702,604
11522,11/22/18,Destruction Of Public Property,Out of State,703
11523,11/22/18,Destruction Of Public Property,Out of State,703
11524,11/23/18,Shoplifting,Out of State,206
11525,11/23/18,Threats To Do Bodily Harm -misd,404,501
11526,11/23/18,Unauthorized Use Of A Vehicle,604,604
11527,11/23/18,Absconder (Custody Order),105,105
11528,11/23/18,No Permit,604,604
11529,11/24/18,Armed Carjacking,608,603
11530,11/24/18,Armed Carjacking,603,603
11531,11/24/18,Simple Assault,Out of State,101
11532,11/24/18,Threats To Do Bodily Harm -misd,404,501
11533,11/24/18,Simple Assault,708,708
11534,11/24/18,Simple Assault,704,704
11535,11/24/18,Simple Assault,708,702
11536,11/24/18,Destruction Of Property Less Than $1000,105,604
11537,11/24/18,Absconder (Custody Order),502,502
11538,11/25/18,Simple Assault,407,407
11539,11/25/18,Unlawful Entry,702,702
11540,11/26/18,Assault W/i To Kill,603,602
11541,11/26/18,Unauthorized Use Of A Vehicle,UNKNOWN,604
11542,11/26/18,Unauthorized Use Of A Vehicle,608,604
11543,11/26/18,Fugitive From Justice,107,605
11544,11/26/18,No Permit,608,604
11545,11/27/18,Assault With A Dangerous Weapon,604,602
11546,11/27/18,Robbery,701,606
11547,11/27/18,Robbery,702,702
11548,11/27/18,Threats To Do Bodily Harm -misd,Out of State,701
11549,11/27/18,Simple Assault,507,108
11550,11/27/18,Simple Assault,Out of State,501
11551,11/27/18,Fugitive From Justice,502,502
11552,11/27/18,Custody Order (Pre-Petition),308,102
11553,11/27/18,Absconder (Custody Order),308,102
11554,11/27/18,Custody Order (Pre-Petition),308,102
11555,11/27/18,Absconder (Custody Order),706,Court
11556,11/28/18,Robbery,608,308
11557,11/28/18,Robbery,403,105
11558,11/28/18,Assault On A Police Officer (simple Assault),706,705
11559,11/28/18,Simple Assault,705,705
11560,11/28/18,Simple Assault,Out of State,705
11561,11/28/18,Simple Assault,701,705
11562,11/28/18,Simple Assault,704,705
11563,11/28/18,Failure To Appear (OAG),603,Court
11564,11/28/18,Failure To Appear (OAG),603,603
11565,11/28/18,Absconder (Custody Order),104,102
11566,11/28/18,Absconder (Custody Order),604,604
11567,11/28/18,False Report Of A Weapon Of Mass Destruction,507,608
11568,11/29/18,While Committing Or Attempting To Commit A Robbery,708,607
11569,11/29/18,While Committing Or Attempting To Commit A Robbery,607,607
11570,11/29/18,Assault On A Police Officer (simple Assault),108,302
11571,11/29/18,Distribution Of Marijuana-misd,702,702
11572,11/29/18,Fugitive From Justice,702,JPC
11573,11/29/18,Absconder (Custody Order),607,Court
11574,11/29/18,Absconder (Custody Order),703,Court
11575,11/30/18,Aggravated Assault,506,704
11576,11/30/18,Simple Assault,Out of State,302
11577,11/30/18,Simple Assault,608,608
11578,11/30/18,Poss W/i To Dist A Controlled Substance,705,501
11579,11/30/18,Unauthorized Use Of A Vehicle,703,703
11580,11/30/18,Unauthorized Use Of A Vehicle,704,703
11581,11/30/18,Unauthorized Use Of A Vehicle,707,703
11582,11/30/18,Fugitive From Justice,705,Court
11583,11/30/18,Fugitive From Justice,703,District
11584,11/30/18,Failure To Appear (OAG),703,Court
11585,11/30/18,Failure To Appear (OAG),701,Court
11586,11/30/18,No Permit,UNKNOWN,703
11587,12/1/18,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,704,704
11588,12/1/18,Failure To Appear (OAG),604,604
11589,12/1/18,Unlawful Entry,707,304
11590,12/2/18,Simple Assault,104,104
11591,12/2/18,Simple Assault,602,602
11592,12/2/18,Simple Assault,602,602
11593,12/3/18,Assault With A Dangerous Weapon,702,507
11594,12/3/18,Assault/mayhem Or With Dangerous Weapon,507,607
11595,12/3/18,Burglary One,104,107
11596,12/3/18,Simple Assault,Out of State,103
11597,12/3/18,Unauthorized Use Of A Vehicle,604,603
11598,12/3/18,Absconder (Custody Order),602,604
11599,12/3/18,Absconder (Custody Order),604,602
11600,12/3/18,Absconder (Custody Order),405,604
11601,12/3/18,Absconder (Custody Order),604,604
11602,12/4/18,Theft Second Degree (theft From Building),Out of State,107
11603,12/4/18,Simple Assault,302,302
11604,12/4/18,Simple Assault,701,701
11605,12/4/18,Unauthorized Use Of A Vehicle,Out of State,401
11606,12/4/18,Unauthorized Use Of A Vehicle,Out of State,401
11607,12/4/18,Unauthorized Use Of A Vehicle,Out of State,401
11608,12/4/18,Absconder (Custody Order),502,District
11609,12/4/18,Absconder (Custody Order),105,102
11610,12/4/18,Absconder (Custody Order),602,102
11611,12/5/18,Assault With A Dangerous Weapon,UNKNOWN,308
11612,12/5/18,Assault With A Dangerous Weapon,302,308
11613,12/5/18,Aggravated Assault,604,308
11614,12/6/18,Assault W/i To Commit Robbery (simple Assault),404,407
11615,12/6/18,Aggravated Assault,304,308
11616,12/6/18,Assault On A Police Officer (misdemeanor) (simple Assault),104,104
11617,12/6/18,Threats To Do Bodily Harm -misd,703,607
11618,12/6/18,Threats To Do Bodily Harm -misd,104,108
11619,12/6/18,Simple Assault,404,404
11620,12/6/18,Simple Assault,606,606
11621,12/6/18,Simple Assault,707,707
11622,12/6/18,Failure To Appear (OAG),402,302
11623,12/6/18,No Permit,402,302
11624,12/6/18,Unlawful Entry,UNKNOWN,105
11625,12/6/18,Unlawful Entry,Out of State,105
11626,12/6/18,Unlawful Entry,106,105
11627,12/6/18,Unlawful Entry,706,105
11628,12/6/18,Unlawful Entry,405,105
11629,12/7/18,Absconder (Custody Order),601,Court
11630,12/7/18,Absconder (Custody Order),706,Court
11631,12/7/18,Absconder (Custody Order),706,502
11632,12/8/18,Assault With A Dangerous Weapon,106,102
11633,12/9/18,Burglary One,406,406
11634,12/9/18,Simple Assault,UNKNOWN,207
11635,12/9/18,Simple Assault,UNKNOWN,708
11636,12/9/18,Unauthorized Use Of A Vehicle,506,302
11637,12/10/18,Simple Assault,606,106
11638,12/10/18,Fugitive From Justice,406,Court
11639,12/10/18,Absconder (Custody Order),502,502
11640,12/10/18,Absconder (Custody Order),402,District
11641,12/10/18,Custody Order (Pre-Petition),107,Court
11642,12/11/18,Assault On A Police Officer (simple Assault),704,705
11643,12/11/18,Carrying a Pistol Without a License (Outside Home or Place of Business/Prior Felony) 2015,507,507
11644,12/11/18,Simple Assault,702,703
11645,12/11/18,Fugitive From Justice,702,702
11646,12/11/18,Fugitive From Justice,703,Court
11647,12/11/18,Failure To Appear (OAG),106,102
11648,12/11/18,Absconder (Custody Order),Out of State,406
11649,12/11/18,Absconder (Custody Order),Out of State,704
11650,12/11/18,Absconder (Custody Order),106,105
11651,12/11/18,Unlawful Entry,601,308
11652,12/12/18,Robbery,408,203
11653,12/12/18,Poss Prohibited Weapon,603,603
11654,12/12/18,Absconder (Custody Order),604,603
11655,12/13/18,Robbery,606,601
11656,12/13/18,Robbery,708,402
11657,12/13/18,Simple Assault,604,JPC
11658,12/13/18,Simple Assault,Out of State,602
11659,12/13/18,Absconder (Custody Order),504,Court
11660,12/13/18,Absconder (Custody Order),404,District
11661,12/14/18,Robbery,701,308
11662,12/14/18,Assault On A Police Officer (simple Assault),203,202
11663,12/14/18,Simple Assault,405,405
11664,12/14/18,Disorderly Conduct - Cause Unreason Fear (disorderly Conduct),702,602
11665,12/14/18,Receiving Stolen Property $1000 Or More,604,608
11666,12/14/18,Receiving Stolen Property $1000 Or More,608,608
11667,12/14/18,Fugitive From Justice,705,Court
11668,12/14/18,Failure To Appear (OAG),702,Court
11669,12/14/18,Custody Order (Pre-Petition),404,703
11670,12/14/18,Absconder (Custody Order),105,105
11671,12/14/18,Disorderly Conduct - Disrupting a Public Conveyance (M),105,602
11672,12/15/18,Assault With A Dangerous Weapon,705,604
11673,12/15/18,Assault With A Dangerous Weapon,708,604
11674,12/15/18,Assault With A Dangerous Weapon,106,604
11675,12/15/18,Assault With A Dangerous Weapon,703,604
11676,12/15/18,Assault With A Dangerous Weapon,106,604
11677,12/15/18,Theft Second Degree (theft From Building),703,403
11678,12/15/18,Simple Assault,507,507
11679,12/15/18,Simple Assault,507,507
11680,12/15/18,Unauthorized Use Of A Vehicle,104,703
11681,12/15/18,Unauthorized Use Of A Vehicle,703,607
11682,12/15/18,Unauthorized Use Of A Vehicle,601,607
11683,12/15/18,Failure To Appear (OAG),104,703
11684,12/16/18,Threats To Do Bodily Harm -misd,101,102
11685,12/16/18,No Permit,UNKNOWN,303
11686,12/17/18,Assault W/i To Kill,701,707
11687,12/17/18,Robbery,701,207
11688,12/17/18,Robbery,701,102
11689,12/17/18,Theft Second Degree (all Other Larceny),704,102
11690,12/17/18,Theft Second Degree (all Other Larceny),606,102
11691,12/17/18,Theft Second Degree (all Other Larceny),Out of State,102
11692,12/17/18,Theft Second Degree (all Other Larceny),702,102
11693,12/17/18,Simple Assault,704,704
11694,12/17/18,Metro - Fail To Pay Fare,602,602
11695,12/18/18,Murder I,702,702
11696,12/18/18,Robbery,606,108
11697,12/18/18,Possession Of Bb Gun,606,106
11698,12/18/18,Simple Assault,602,108
11699,12/18/18,Simple Assault,708,108
11700,12/18/18,Unlawful Entry,503,306
11701,12/19/18,Assault With A Dangerous Weapon,703,703
11702,12/19/18,Burglary Two,602,602
11703,12/19/18,Simple Assault,603,603
11704,12/19/18,Simple Assault,407,608
11705,12/20/18,Simple Assault,305,304
11706,12/20/18,Simple Assault,302,304
11707,12/20/18,Absconder (Custody Order),Out of State,102
11708,12/20/18,Absconder (Custody Order),708,706
11709,12/21/18,Robbery,106,207
11710,12/21/18,Simple Assault,602,602
11711,12/21/18,Failure To Appear (OAG),405,301
11712,12/21/18,Fugitive From Justice,409,404
11713,12/21/18,Failure To Appear (OAG),607,Court
11714,12/21/18,Absconder (Custody Order),409,405
11715,12/21/18,Absconder (Custody Order),106,Court
11716,12/22/18,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,608,705
11717,12/22/18,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,701,702
11718,12/22/18,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,Out of State,702
11719,12/22/18,Simple Assault,Out of State,605
11720,12/22/18,Unauthorized Use Of A Vehicle,702,702
11721,12/22/18,Unauthorized Use Of A Vehicle,702,702
11722,12/22/18,Unlawful Entry Of A Motor Vehicle,103,102
11723,12/22/18,Absconder (Custody Order),604,Court
11724,12/22/18,No Permit,702,702
11725,12/22/18,No Permit,103,302
11726,12/23/18,Simple Assault,103,103
11727,12/23/18,Absconder (Custody Order),702,702
11728,12/23/18,Custody Order (Pre-Petition),106,106
11729,12/23/18,Custody Order (Pre-Petition),701,Court
11730,12/23/18,Absconder (Custody Order),604,604
11731,12/23/18,Absconder (Custody Order),103,302
11732,12/23/18,No Permit,UNKNOWN,302
11733,12/24/18,Burglary Two,705,503
11734,12/24/18,Simple Assault,407,407
11735,12/24/18,Simple Assault,603,407
11736,12/24/18,Simple Assault,104,202
11737,12/24/18,Failure To Appear (OAG),606,104
11738,12/24/18,Custody Order (Pre-Petition),701,Court
11739,12/26/18,Assault On A Police Officer (simple Assault),106,106
11740,12/26/18,Simple Assault,104,106
11741,12/26/18,Threats To Do Bodily Harm -misd,104,106
11742,12/26/18,Fugitive From Justice,705,104
11743,12/26/18,Absconder (Custody Order),601,Court
11744,12/27/18,Robbery,403,405
11745,12/27/18,Robbery,403,405
11746,12/27/18,Simple Assault,104,104
11747,12/27/18,Gambling,703,506
11748,12/27/18,Absconder (Custody Order),703,506
11749,12/28/18,Threats To Do Bodily Harm -misd,403,507
11750,12/28/18,Unauthorized Use Of A Vehicle,302,308
11751,12/28/18,Fugitive From Justice,702,702
11752,12/28/18,Custody Order (Pre-Petition),505,504
11753,12/28/18,No Permit,302,308
11754,12/29/18,Simple Assault,707,707
11755,12/30/18,Robbery,701,701
11756,12/30/18,Theft Second Degree (theft From Building),708,603
11757,12/30/18,Destruction Of Property Less Than $1000,704,708
11758,12/30/18,Failure To Appear (OAG),704,District
11759,12/30/18,Custody Order (Pre-Petition),708,Court
11760,12/30/18,Absconder (Custody Order),708,Court
11761,12/30/18,Unlawful Entry,405,405
11762,12/30/18,Unlawful Entry,402,405
11763,12/30/18,Unlawful Entry,304,405
11764,12/31/18,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,704,704
11765,12/31/18,Unlawful Entry Of A Motor Vehicle,604,305
11766,12/31/18,Unauthorized Use Of A Vehicle,404,404
11767,12/31/18,Absconder (Custody Order),604,Court
11768,1/1/18,Poss W/i To Dist A Controlled Substance,505,505
11769,1/1/18,Unauthorized Use Of A Vehicle,604,602
11770,1/1/18,Resisting Arrest,Out of State,504
11771,1/1/18,Resisting Arrest,104,504
11772,1/2/18,Possession Of Bb Gun,607,106
11773,1/2/18,Simple Assault,402,403
11774,1/2/18,No Permit,706,703
11775,1/3/18,Assault W/i To Commit Robbery (simple Assault),705,703
11776,1/3/18,Simple Assault,703,703
11777,1/3/18,Simple Assault,105,703
11778,1/3/18,Simple Assault,706,703
11779,1/3/18,Simple Assault,708,708
11780,1/3/18,Simple Assault,604,604
11781,1/3/18,Failure To Appear (OAG),701,Court
11782,1/3/18,No Permit,Out of State,308
11783,1/3/18,Unlawful Entry,409,404
11784,1/4/18,Assault With A Dangerous Weapon,404,404
11785,1/4/18,Assault W/i To Commit Robbery (simple Assault),507,507
11786,1/4/18,Burglary Two,507,507
11787,1/4/18,Simple Assault,602,602
11788,1/4/18,Simple Assault,106,106
11789,1/4/18,Simple Assault,106,106
11790,1/4/18,Simple Assault,708,504
11791,1/4/18,Destruction Of Property Less Than $1000,601,601
11792,1/4/18,Failure To Appear (OAG),706,Court
11793,1/5/18,Absconder (Custody Order),601,504
11794,1/5/18,Absconder (Custody Order),502,502
11795,1/6/18,Theft Second Degree - Felony (all Other Larceny),703,703
11796,1/6/18,Threats To Do Bodily Harm -misd,601,601
11797,1/6/18,Simple Assault,606,606
11798,1/6/18,Simple Assault,405,606
11799,1/6/18,Simple Assault,403,403
11800,1/6/18,Absconder (Custody Order),506,Court
11801,1/7/18,Carry Pistol Outside Home/business,601,708
11802,1/7/18,Simple Assault,501,507
11803,1/8/18,Assault On A Police Officer (simple Assault),602,108
11804,1/8/18,Possession Of Bb Gun,403,404
11805,1/8/18,Absconder (Custody Order),107,Court
11806,1/8/18,Absconder (Custody Order),105,504
11807,1/8/18,No Permit,604,701
11808,1/9/18,Simple Assault,603,603
11809,1/9/18,Absconder (Custody Order),708,708
11810,1/10/18,Simple Assault,604,608
11811,1/10/18,Metro Misconduct-sound,606,105
11812,1/10/18,Unauthorized Use Of A Vehicle,703,701
11813,1/10/18,Absconder (Custody Order),105,105
11814,1/11/18,Assault With A Dangerous Weapon,506,502
11815,1/11/18,Robbery,705,105
11816,1/11/18,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,409,409
11817,1/11/18,Simple Assault,503,404
11818,1/11/18,Failure To Appear (OAG),707,707
11819,1/11/18,Failure To Appear (OAG),107,Court
11820,1/12/18,Burglary One,708,708
11821,1/12/18,Simple Assault,704,602
11822,1/12/18,Simple Assault,608,506
11823,1/13/18,Armed Carjacking,701,701
11824,1/13/18,Theft Second Degree (theft From Building),703,704
11825,1/13/18,Simple Assault,706,706
11826,1/13/18,Destruction Of Property Less Than $1000,703,703
11827,1/13/18,Failure To Appear (OAG),703,608
11828,1/13/18,Absconder (Custody Order),501,Court
11829,1/15/18,Unlawful Entry Of A Motor Vehicle,704,704
11830,1/15/18,Unlawful Entry Of A Motor Vehicle,704,704
11831,1/15/18,Unauthorized Use Of A Vehicle,308,601
11832,1/15/18,Unauthorized Use Of A Vehicle,Out of State,601
11833,1/15/18,Unauthorized Use Of A Vehicle,602,601
11834,1/16/18,Robbery,606,105
11835,1/16/18,Robbery,503,105
11836,1/16/18,Theft Second Degree (theft From Building),406,205
11837,1/16/18,Theft Second Degree (all Other Larceny),404,101
11838,1/16/18,Simple Assault,Out of State,708
11839,1/16/18,Simple Assault,507,507
11840,1/16/18,Simple Assault,701,701
11841,1/16/18,Unauthorized Use Of A Vehicle,601,601
11842,1/16/18,Absconder (Custody Order),506,506
11843,1/16/18,Absconder (Custody Order),702,Court
11844,1/16/18,While Armed,701,608
11845,1/17/18,Assault With A Dangerous Weapon,604,604
11846,1/17/18,Carjacking,405,602
11847,1/17/18,Shoplifting,404,202
11848,1/17/18,Assault On A Police Officer (simple Assault),604,604
11849,1/17/18,Simple Assault,507,507
11850,1/17/18,Consumption of marijuana in public space prohibited; impairment prohibited,704,707
11851,1/17/18,Receiving Stolen Property,UNKNOWN,504
11852,1/17/18,Receiving Stolen Property,405,504
11853,1/17/18,Custody Order (Pre-Petition),604,Court
11854,1/17/18,Obstructing Justice,405,504
11855,1/18/18,Robbery,404,305
11856,1/18/18,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,703,703
11857,1/18/18,Possession Of Unregistered Ammunition,703,703
11858,1/18/18,Simple Assault,701,701
11859,1/18/18,Simple Assault,703,703
11860,1/18/18,Simple Assault,702,703
11861,1/18/18,Credit Card Fraud-misd,409,409
11862,1/18/18,Unauthorized Use Of A Vehicle,703,705
11863,1/18/18,Destruction Of Public Property,608,608
11864,1/18/18,Failure To Appear (OAG),408,408
11865,1/18/18,Absconder (Custody Order),506,506
11866,1/19/18,Robbery,704,307
11867,1/19/18,Theft Second Degree (theft From Motor Vehicle),406,406
11868,1/19/18,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,507,402
11869,1/19/18,Failure To Appear (OAG),Out of State,405
11870,1/19/18,Failure To Appear (OAG),402,403
11871,1/19/18,Absconder (Custody Order),704,102
11872,1/20/18,Assault With A Dangerous Weapon,602,604
11873,1/20/18,Robbery,507,506
11874,1/20/18,Robbery,507,506
11875,1/20/18,Theft (theft From Motor Vehicle),705,409
11876,1/20/18,Theft (theft From Motor Vehicle),705,409
11877,1/20/18,Theft (theft From Motor Vehicle),705,102
11878,1/20/18,Theft (theft From Motor Vehicle),705,102
11879,1/20/18,Simple Assault,701,701
11880,1/20/18,Unauthorized Use Of A Vehicle,106,603
11881,1/20/18,Destruction Of Property Less Than $1000,705,307
11882,1/20/18,Destruction Of Property Less Than $1000,705,307
11883,1/20/18,Destruction Of Property Less Than $1000,Out of State,604
11884,1/20/18,Tampering Of Gps Device,507,507
11885,1/20/18,No Permit,705,603
11886,1/21/18,Robbery,UNKNOWN,404
11887,1/21/18,Theft Second Degree (all Other Larceny),402,101
11888,1/21/18,Possession Of Unregistered Ammunition,UNKNOWN,404
11889,1/21/18,Threat To Kidnap Or Injure A Person,507,507
11890,1/21/18,Distribution Of Marijuana-misd,601,708
11891,1/21/18,Obstructing Preventing Interfg W/reports/reqsts For Assist Frm Law Enforce Med Prov Child Wlfr Agncy,708,604
11892,1/22/18,Robbery,602,602
11893,1/22/18,Robbery,606,602
11894,1/22/18,Robbery,605,602
11895,1/22/18,Armed Carjacking,602,604
11896,1/22/18,Assault On A Police Officer (simple Assault),UNKNOWN,408
11897,1/22/18,Possession Of Bb Gun,Out of State,206
11898,1/22/18,Simple Assault,604,202
11899,1/22/18,Failure To Appear (OAG),304,Court
11900,1/22/18,Failure To Appear (OAG),605,102
11901,1/22/18,Absconder (Custody Order),606,602
11902,1/23/18,Assault With A Dangerous Weapon,704,701
11903,1/23/18,Robbery,502,207
11904,1/23/18,Attempt To Commit Robbery,502,504
11905,1/23/18,Robbery,UNKNOWN,201
11906,1/23/18,Robbery,502,201
11907,1/23/18,Robbery,502,403
11908,1/23/18,Robbery,502,402
11909,1/23/18,Theft Second Degree (all Other Larceny),Out of State,506
11910,1/23/18,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,505,506
11911,1/23/18,Simple Assault,701,607
11912,1/23/18,Unauthorized Use Of A Vehicle,407,506
11913,1/23/18,Receiving Stolen Property,602,604
11914,1/23/18,Absconder (Custody Order),702,502
11915,1/23/18,Absconder (Custody Order),Out of State,108
11916,1/23/18,Absconder (Custody Order),404,102
11917,1/24/18,Sex Abuse- Misd,702,503
11918,1/24/18,Possession Of Bb Gun,502,502
11919,1/24/18,Simple Assault,602,507
11920,1/24/18,Simple Assault,UNKNOWN,707
11921,1/24/18,Failure To Appear (OAG),604,304
11922,1/24/18,Contempt - Misdemeanor,702,702
11923,1/24/18,Custody Order (Pre-Petition),606,102
11924,1/24/18,Absconder (Custody Order),604,604
11925,1/25/18,Assault W/i To Commit Robbery (simple Assault),608,602
11926,1/25/18,Assault W/i To Commit Robbery (simple Assault),608,602
11927,1/25/18,Assault W/i To Commit Robbery (simple Assault),608,602
11928,1/25/18,Possession Of Bb Gun,603,501
11929,1/25/18,Distribution Of A Controlled Substance,507,104
11930,1/25/18,Unlawful Entry,405,404
11931,1/26/18,Theft Second Degree (all Other Larceny),404,101
11932,1/26/18,Threats To Do Bodily Harm -misd,703,504
11933,1/26/18,Failure To Appear (OAG),701,Court
11934,1/27/18,Carry Pistol W/o Lic -outside Home/business,405,103
11935,1/27/18,Simple Assault,704,405
11936,1/27/18,Threats To Do Bodily Harm -misd,604,604
11937,1/27/18,Failure To Appear (OAG),606,102
11938,1/27/18,Absconder (Custody Order),606,102
11939,1/28/18,Robbery,603,107
11940,1/28/18,Simple Assault,602,602
11941,1/28/18,Simple Assault,106,106
11942,1/28/18,Simple Assault,708,708
11943,1/29/18,Theft Second Degree (all Other Larceny),701,107
11944,1/29/18,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,701,505
11945,1/29/18,Possess Prohibited Weapon,602,104
11946,1/29/18,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,708,706
11947,1/29/18,Simple Assault,304,304
11948,1/29/18,Simple Assault,304,304
11949,1/29/18,Simple Assault,501,304
11950,1/29/18,Simple Assault,304,304
11951,1/29/18,Simple Assault,502,304
11952,1/29/18,Simple Assault,707,607
11953,1/29/18,Simple Assault,606,607
11954,1/29/18,Simple Assault,406,406
11955,1/29/18,Distribution Of Marijuana-misd,Out of State,505
11956,1/29/18,Unlawful Entry Of A Motor Vehicle,103,308
